LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1213CAT1,T1213CAT2,T1213CAT3,T1213CAT4,T1213CAT5,T1213CAT1LA,T1213CAT2LA,T1213CAT3LA,T1213CAT4LA,T1213CAT5LA,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1213CAT1,PT1213CAT2,PT1213CAT3,PT1213CAT4,PT1213CAT5,PT1213CAT1LA,PT1213CAT2LA,PT1213CAT3LA,PT1213CAT4LA,PT1213CAT5LA,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
815,121588,Non-London,Primary,84,2.9,Low,"4,716",215,"4,930","2,372",134,892,316,194,298,64,58,499,44,173,62,"5,107",3052,104,312,60,4455,2922,149,340,87,4382,3176,84,355,61,4883,3018,164,355,80,4513,SUPP,371,384,SUPP,"5,804","3,005",183,317,70,"4,729","3,376",164,386,69,"5,425","3,020",170,374,69,"4,798",3264,134,194,58,5107,"3,098",168,4930,892,58,212,30,-118,-2,652,96%,4%,SUPP,3%,SUPP,6%,4%,6%,1%,1%,10%,1%,3%,1%,69%,2%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,2%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,6%,7%,SUPP,100%,NA,NA,NA,NA,NA,62%,3%,4%,9%,100%,NA,NA,NA,NA,NA,NA,3%,4%,1%,100%,NA,NA,NA,NA,NA,NA,1%,-3%,0%,0%
815,121589,Non-London,Primary,46,10.9,Low,"7,021",241,"7,261","3,198",509,692,491,786,312,96,68,574,90,13,105,"6,933",SUPP,634,624,118,7372,2922,149,340,87,4382,4177,386,608,105,6720,3018,164,355,80,4513,SUPP,598,521,79,"5,188","3,005",183,317,70,"4,729","3,731",320,743,64,"6,646","3,020",170,374,69,"4,798",3890,509,786,68,6933,"3,098",168,7261,692,68,NA,-125,162,-50,-439,97%,3%,SUPP,7%,SUPP,7%,11%,5%,1%,1%,8%,1%,0%,2%,SUPP,9%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,6%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,12%,10%,2%,100%,NA,NA,NA,NA,NA,56%,5%,3%,12%,100%,NA,NA,NA,NA,NA,NA,7%,11%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,3%,-1%,0%
815,121590,Non-London,Primary,155,11.6,Low,"4,954",98,"5,052","2,203",104,"1,195",244,276,182,195,54,235,109,72,65,"4,933",2680,146,255,64,3968,2922,149,340,87,4382,2729,138,253,74,4184,3018,164,355,80,4513,"2,845",221,273,63,"4,804","3,005",183,317,70,"4,729","3,213",92,321,60,"4,864","3,020",170,374,69,"4,798",3398,104,276,54,4933,"3,098",168,5052,1195,54,718,-42,21,-10,965,98%,2%,45%,2%,24%,5%,6%,4%,4%,1%,5%,2%,1%,1%,68%,4%,6%,2%,100%,NA,NA,NA,NA,NA,65%,3%,6%,2%,100%,NA,NA,NA,NA,NA,59%,5%,6%,1%,100%,NA,NA,NA,NA,NA,66%,2%,4%,6%,100%,NA,NA,NA,NA,NA,69%,2%,6%,1%,100%,NA,NA,NA,NA,NA,1%,-2%,0%,-1%,0%
815,121591,Non-London,Primary,228,9.2,Low,"4,741",18,"4,760","2,152",196,890,323,365,176,155,57,343,140,100,85,"4,983",2883,242,347,75,4544,3108,217,336,92,4717,2792,168,356,84,4410,3018,164,355,80,4513,"2,621",190,352,70,"4,231","3,005",183,317,70,"4,729","2,605",248,346,67,"4,355","3,020",170,374,69,"4,798",3042,196,365,57,4983,"3,098",168,4760,890,57,159,-46,18,-18,439,100%,0%,43%,4%,18%,6%,7%,4%,3%,1%,7%,3%,2%,2%,63%,5%,8%,2%,100%,NA,NA,NA,NA,NA,63%,4%,8%,2%,100%,NA,NA,NA,NA,NA,62%,4%,8%,2%,100%,NA,NA,NA,NA,NA,59%,6%,4%,6%,100%,NA,NA,NA,NA,NA,61%,4%,7%,1%,100%,NA,NA,NA,NA,NA,-2%,-1%,-1%,-1%,0%
815,121592,Non-London,Primary,123,6.4,Low,"4,280",141,"4,421","2,083",174,761,260,390,144,71,68,227,63,21,25,"4,287",2743,126,302,83,3894,2922,149,340,87,4382,3109,139,375,89,4559,3018,164,355,80,4513,SUPP,164,413,78,"4,553","3,005",183,317,70,"4,729","2,925",167,372,84,"4,410","3,020",170,374,69,"4,798",2844,174,390,68,4287,"3,098",168,4421,761,68,101,48,88,-15,393,97%,3%,49%,4%,18%,6%,9%,3%,2%,2%,5%,1%,0%,1%,70%,3%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,2%,100%,NA,NA,NA,NA,NA,66%,4%,4%,6%,100%,NA,NA,NA,NA,NA,66%,4%,9%,2%,100%,NA,NA,NA,NA,NA,-4%,1%,1%,0%,0%
815,121593,Non-London,Primary,88,6.8,Low,"4,897",124,"5,021","2,346",196,888,322,437,246,175,82,298,82,21,85,"5,176",2866,167,363,69,4086,2922,149,340,87,4382,3352,148,443,51,4915,3018,164,355,80,4513,SUPP,175,433,55,"4,666","3,005",183,317,70,"4,729","2,895",194,426,75,"4,765","3,020",170,374,69,"4,798",3233,196,437,82,5176,"3,098",168,5021,888,82,367,29,74,13,1090,98%,2%,SUPP,4%,SUPP,6%,8%,5%,3%,2%,6%,2%,0%,2%,70%,4%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,1%,100%,NA,NA,NA,NA,NA,61%,4%,6%,6%,100%,NA,NA,NA,NA,NA,NA,4%,8%,2%,100%,NA,NA,NA,NA,NA,NA,0%,-1%,0%,0%
815,121594,Non-London,Primary,58,8.6,Low,"5,283",237,"5,520","2,337",131,894,467,564,163,136,113,401,95,119,209,"5,631",3236,257,422,67,5095,2922,149,340,87,4382,3700,316,494,172,6171,3018,164,355,80,4513,SUPP,161,547,113,"5,646","3,005",183,317,70,"4,729","2,804",133,556,118,"5,283","3,020",170,374,69,"4,798",3231,131,564,113,5631,"3,098",168,5520,894,113,-5,-126,142,46,536,96%,4%,SUPP,2%,SUPP,8%,10%,3%,2%,2%,7%,2%,2%,4%,64%,5%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,3%,10%,2%,100%,NA,NA,NA,NA,NA,53%,3%,3%,6%,100%,NA,NA,NA,NA,NA,NA,2%,10%,2%,100%,NA,NA,NA,NA,NA,NA,-3%,2%,1%,0%
815,121595,Non-London,Primary,178,7.3,Low,"4,132",211,"4,343","2,193",100,661,275,245,175,138,61,325,37,28,87,"4,325",2401,55,220,92,3475,2922,149,340,87,4382,2368,62,253,79,3488,3018,164,355,80,4513,SUPP,48,246,69,"3,854","3,005",183,317,70,"4,729","2,695",50,243,65,"4,175","3,020",170,374,69,"4,798",2854,100,245,61,4325,"3,098",168,4343,661,61,453,45,25,-31,850,95%,5%,51%,2%,15%,6%,6%,4%,3%,1%,8%,1%,1%,2%,69%,2%,6%,3%,100%,NA,NA,NA,NA,NA,SUPP,2%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,6%,2%,100%,NA,NA,NA,NA,NA,65%,1%,4%,8%,100%,NA,NA,NA,NA,NA,66%,2%,6%,1%,100%,NA,NA,NA,NA,NA,-3%,0%,0%,-2%,0%
815,121596,Non-London,Primary,146,1.4,Low,"4,001",118,"4,118","1,788",195,771,197,306,152,180,51,230,58,34,91,"4,054",2407,71,257,68,3466,2922,149,340,87,4382,2341,140,267,49,3532,3018,164,355,80,4513,SUPP,136,297,55,"4,005","3,005",183,317,70,"4,729","2,479",112,311,47,"4,042","3,020",170,374,69,"4,798",2560,195,306,51,4054,"3,098",168,4118,771,51,153,124,49,-17,588,97%,3%,44%,5%,19%,5%,8%,4%,4%,1%,6%,1%,1%,2%,69%,2%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,3%,7%,1%,100%,NA,NA,NA,NA,NA,61%,3%,4%,8%,100%,NA,NA,NA,NA,NA,63%,5%,8%,1%,100%,NA,NA,NA,NA,NA,-6%,3%,1%,-1%,0%
815,121598,Non-London,Primary,238,4.7,Low,"3,914",61,"3,976","1,836",154,796,221,247,295,172,41,174,45,73,108,"4,162",2577,199,185,36,3603,2922,149,340,87,4382,2483,240,196,38,3637,3018,164,355,80,4513,"2,603",296,253,53,"4,159","3,005",183,317,70,"4,729","2,861",245,266,44,"4,556","3,020",170,374,69,"4,798",2632,154,247,41,4162,"3,098",168,3976,796,41,55,-45,62,5,559,98%,2%,SUPP,4%,SUPP,5%,6%,7%,4%,1%,4%,1%,2%,3%,72%,6%,5%,1%,100%,NA,NA,NA,NA,NA,SUPP,7%,5%,1%,100%,NA,NA,NA,NA,NA,63%,7%,6%,1%,100%,NA,NA,NA,NA,NA,63%,5%,7%,3%,100%,NA,NA,NA,NA,NA,NA,4%,6%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,1%,0%,0%
815,121599,Non-London,Primary,103,6.8,Low,"4,624",297,"4,921","2,356",173,731,329,369,190,174,107,391,65,74,95,"5,053",SUPP,147,351,128,4415,2922,149,340,87,4382,2626,151,319,116,4375,3018,164,355,80,4513,SUPP,333,323,101,"4,544","3,005",183,317,70,"4,729","2,806",262,331,103,"4,678","3,020",170,374,69,"4,798",3087,173,369,107,5053,"3,098",168,4921,731,107,NA,26,18,-21,638,94%,6%,47%,3%,14%,7%,7%,4%,3%,2%,8%,1%,1%,2%,SUPP,3%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,3%,7%,3%,100%,NA,NA,NA,NA,NA,SUPP,7%,7%,2%,100%,NA,NA,NA,NA,NA,60%,6%,4%,6%,100%,NA,NA,NA,NA,NA,61%,3%,7%,2%,100%,NA,NA,NA,NA,NA,NA,0%,-1%,-1%,0%
815,121618,Non-London,Primary,47,4.2,Low,"12,700",256,"12,956",SUPP,"1,197",SUPP,"1,321","1,873",373,406,243,573,341,39,352,"6,718",SUPP,202,886,235,7783,2922,149,340,87,4382,4239,281,674,183,6751,3018,164,355,80,4513,SUPP,325,696,188,"7,779","3,005",183,317,70,"4,729","7,897","1,407","1,776",157,"13,793","3,020",170,374,69,"4,798",SUPP,1197,1873,243,14253,"3,098",168,12956,2098,243,SUPP,995,987,8,6470,98%,2%,SUPP,8%,SUPP,9%,13%,3%,3%,2%,4%,2%,0%,2%,SUPP,3%,11%,3%,100%,NA,NA,NA,NA,NA,SUPP,4%,10%,3%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,2%,100%,NA,NA,NA,NA,NA,58%,10%,5%,4%,100%,NA,NA,NA,NA,NA,SUPP,8%,13%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,2%,-1%,0%
815,121619,Non-London,Primary,72,1.4,Low,"4,904",300,"5,204","2,424",183,644,520,531,223,197,77,327,70,23,49,"5,268",2738,224,359,102,4217,2922,149,340,87,4382,2969,244,429,115,4756,3018,164,355,80,4513,SUPP,211,484,120,"5,730","3,005",183,317,70,"4,729","3,210",217,482,106,"5,282","3,020",170,374,69,"4,798",3069,183,531,77,5268,"3,098",168,5204,644,77,331,-41,172,-25,1051,94%,6%,SUPP,3%,SUPP,10%,10%,4%,4%,1%,6%,1%,0%,1%,65%,5%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,61%,4%,4%,4%,100%,NA,NA,NA,NA,NA,NA,3%,10%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,1%,-1%,0%
815,121620,Non-London,Primary,50,9.3,Low,"5,787",237,"6,024","2,730",281,853,464,665,240,146,105,484,58,17,28,"6,069",SUPP,191,483,88,5021,2922,149,340,87,4382,3625,179,627,115,6233,3018,164,355,80,4513,SUPP,38,534,63,"5,436","3,005",183,317,70,"4,729","3,672",496,691,121,"6,606","3,020",170,374,69,"4,798",3583,281,665,105,6069,"3,098",168,6024,853,105,NA,90,182,17,1048,96%,4%,45%,5%,14%,8%,11%,4%,2%,2%,8%,1%,0%,0%,SUPP,4%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,10%,1%,100%,NA,NA,NA,NA,NA,56%,8%,4%,8%,100%,NA,NA,NA,NA,NA,59%,5%,11%,2%,100%,NA,NA,NA,NA,NA,NA,1%,1%,0%,0%
815,121621,Non-London,Primary,71,0,Low,"5,073",253,"5,326","2,320",486,678,386,580,165,87,74,385,114,55,-150,"5,182",SUPP,204,564,107,4986,2922,149,340,87,4382,3098,216,578,109,5024,3018,164,355,80,4513,SUPP,161,616,93,"5,272","3,005",183,317,70,"4,729","3,119",132,598,79,"5,319","3,020",170,374,69,"4,798",2998,486,580,74,5182,"3,098",168,5326,678,74,NA,282,16,-33,196,95%,5%,45%,9%,13%,7%,11%,3%,2%,1%,7%,2%,1%,-3%,SUPP,4%,11%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,12%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,12%,2%,100%,NA,NA,NA,NA,NA,58%,2%,4%,6%,100%,NA,NA,NA,NA,NA,58%,9%,11%,1%,100%,NA,NA,NA,NA,NA,NA,5%,0%,-1%,0%
815,121622,Non-London,Primary,26,0,Low,"8,203",251,"8,454","3,901",426,926,911,"1,139",379,225,142,482,87,315,150,"9,082",SUPP,285,588,132,5701,2922,149,340,87,4382,3772,461,778,158,6753,3018,164,355,80,4513,SUPP,198,999,177,"8,861","3,005",183,317,70,"4,729","4,791",551,"1,096",176,"8,993","3,020",170,374,69,"4,798",4827,426,1139,142,9082,"3,098",168,8454,926,142,NA,141,551,10,3381,97%,3%,SUPP,5%,SUPP,10%,13%,4%,2%,2%,5%,1%,3%,2%,SUPP,5%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP,7%,12%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,11%,2%,100%,NA,NA,NA,NA,NA,53%,6%,3%,7%,100%,NA,NA,NA,NA,NA,NA,5%,13%,2%,100%,NA,NA,NA,NA,NA,NA,0%,3%,0%,0%
815,121624,Non-London,Primary,141,2.1,Low,"4,917",175,"5,093","2,214",117,"1,033",213,346,164,392,49,536,118,19,84,"5,285",2671,93,357,66,4051,2922,149,340,87,4382,2597,13,302,66,3887,3018,164,355,80,4513,SUPP,74,282,53,"4,333","3,005",183,317,70,"4,729","3,141",54,329,54,"4,919","3,020",170,374,69,"4,798",3246,117,346,49,5285,"3,098",168,5093,1033,49,575,24,-11,-17,1234,97%,3%,42%,2%,20%,4%,7%,3%,7%,1%,10%,2%,0%,2%,66%,2%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,0%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,7%,1%,100%,NA,NA,NA,NA,NA,64%,1%,3%,9%,100%,NA,NA,NA,NA,NA,61%,2%,7%,1%,100%,NA,NA,NA,NA,NA,-5%,0%,-2%,-1%,0%
815,121513,Non-London,Primary,81,7.4,Low,"7,815",149,"7,963","4,140",173,884,521,854,407,215,79,438,170,117,152,"8,149",SUPP,176,604,97,4946,2922,149,340,87,4382,3063,122,559,104,5013,3018,164,355,80,4513,SUPP,170,509,66,"4,617","3,005",183,317,70,"4,729","2,720",175,521,53,"4,516","3,020",170,374,69,"4,798",5024,173,854,79,8149,"3,098",168,7963,884,79,NA,-3,250,-18,3203,98%,2%,SUPP,2%,SUPP,6%,10%,5%,3%,1%,5%,2%,1%,2%,SUPP,4%,12%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,11%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,11%,1%,100%,NA,NA,NA,NA,NA,60%,4%,4%,5%,100%,NA,NA,NA,NA,NA,NA,2%,10%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,-2%,-1%,0%
815,121514,Non-London,Primary,75,2.7,Low,"4,752",354,"5,106","2,223",149,751,471,658,224,185,69,340,36,1,69,"5,176",2920,100,404,61,4222,2922,149,340,87,4382,3357,192,506,91,5381,3018,164,355,80,4513,SUPP,227,582,86,"5,221","3,005",183,317,70,"4,729","2,909",69,600,73,"5,013","3,020",170,374,69,"4,798",2974,149,658,69,5176,"3,098",168,5106,751,69,54,49,254,8,954,93%,7%,SUPP,3%,SUPP,9%,13%,4%,4%,1%,7%,1%,0%,1%,69%,2%,10%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,11%,2%,100%,NA,NA,NA,NA,NA,58%,1%,4%,7%,100%,NA,NA,NA,NA,NA,NA,3%,13%,1%,100%,NA,NA,NA,NA,NA,NA,1%,3%,0%,0%
815,121515,Non-London,Primary,57,17.4,Low,"5,753",85,"5,838","3,390",110,814,380,451,159,168,75,181,152,20,34,"5,934",SUPP,287,441,75,5461,2922,149,340,87,4382,4277,298,531,108,6827,3652,194,418,109,5408,SUPP,207,581,104,"7,284","3,478",209,426,98,"5,541","3,953",158,444,92,"5,959","3,020",170,374,69,"4,798",4204,110,451,75,5934,"3,098",168,5838,814,75,NA,-177,10,0,473,99%,1%,SUPP,2%,SUPP,6%,8%,3%,3%,1%,3%,3%,0%,1%,SUPP,5%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,1%,100%,NA,NA,NA,NA,NA,66%,3%,3%,5%,100%,NA,NA,NA,NA,NA,NA,2%,8%,1%,100%,NA,NA,NA,NA,NA,NA,-3%,0%,0%,0%
815,121516,Non-London,Primary,89,5.6,Low,"4,883",42,"4,925","2,467",148,650,313,364,196,192,64,273,59,17,108,"4,851",SUPP,213,357,101,4647,2922,149,340,87,4382,2803,179,375,81,4514,3018,164,355,80,4513,SUPP,60,399,99,"6,084","3,005",183,317,70,"4,729","2,770",115,371,61,"4,233","3,020",170,374,69,"4,798",3118,148,364,64,4851,"3,098",168,4925,650,64,NA,-65,7,-37,204,99%,1%,SUPP,3%,SUPP,6%,8%,4%,4%,1%,6%,1%,0%,2%,SUPP,5%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,7%,2%,100%,NA,NA,NA,NA,NA,65%,3%,4%,4%,100%,NA,NA,NA,NA,NA,NA,3%,8%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,0%,-1%,0%
815,121517,Non-London,Primary,39,0,Low,"6,053",294,"6,347","2,726",461,470,874,909,173,214,185,227,103,170,207,"6,719",SUPP,289,595,118,5165,2922,149,340,87,4382,3449,129,677,146,5814,3018,164,355,80,4513,SUPP,339,795,163,"6,788","3,005",183,317,70,"4,729","3,514",236,882,174,"6,797","3,020",170,374,69,"4,798",3196,461,909,185,6719,"3,098",168,6347,470,185,NA,172,314,67,1554,95%,5%,SUPP,7%,SUPP,13%,14%,3%,3%,3%,3%,2%,3%,3%,SUPP,6%,12%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,12%,3%,100%,NA,NA,NA,NA,NA,SUPP,5%,12%,2%,100%,NA,NA,NA,NA,NA,52%,3%,3%,4%,100%,NA,NA,NA,NA,NA,NA,7%,14%,3%,100%,NA,NA,NA,NA,NA,NA,1%,2%,1%,0%
815,121518,Non-London,Primary,80,1.3,Low,"4,455",109,"4,564","2,482",108,356,411,460,183,157,98,321,37,22,50,"4,685",SUPP,140,350,113,4278,2922,149,340,87,4382,3066,215,354,136,4783,3018,164,355,80,4513,"2,751",184,359,119,"4,412","3,005",183,317,70,"4,729","3,066",71,440,111,"4,873","3,020",170,374,69,"4,798",2838,108,460,98,4685,"3,098",168,4564,356,98,NA,-32,110,-15,407,98%,2%,SUPP,2%,SUPP,9%,10%,4%,3%,2%,7%,1%,0%,1%,SUPP,3%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,3%,100%,NA,NA,NA,NA,NA,62%,4%,8%,3%,100%,NA,NA,NA,NA,NA,63%,1%,3%,6%,100%,NA,NA,NA,NA,NA,NA,2%,10%,2%,100%,NA,NA,NA,NA,NA,NA,-1%,2%,-1%,0%
815,121520,Non-London,Primary,190,3.4,Low,"3,654",199,"3,853","2,104",94,444,337,298,96,111,40,193,90,5,111,"3,925",2621,31,287,87,3691,2922,149,340,87,4382,2260,132,257,63,3482,3018,164,355,80,4513,"2,436",105,310,50,"3,876","3,005",183,317,70,"4,729","2,453",53,315,40,"3,965","3,020",170,374,69,"4,798",2549,94,298,40,3925,"3,098",168,3853,444,40,-72,63,11,-47,234,95%,5%,54%,2%,11%,9%,8%,2%,3%,1%,5%,2%,0%,3%,71%,1%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,2%,100%,NA,NA,NA,NA,NA,63%,3%,8%,1%,100%,NA,NA,NA,NA,NA,62%,1%,2%,5%,100%,NA,NA,NA,NA,NA,65%,2%,8%,1%,100%,NA,NA,NA,NA,NA,-6%,1%,0%,-1%,0%
815,121521,Non-London,Primary,48,4.2,Low,"8,071",143,"8,215",SUPP,242,SUPP,534,"1,230",318,175,144,698,110,84,184,"3,721",SUPP,387,608,143,6910,2922,149,340,87,4382,5847,396,676,136,9503,3018,164,355,80,4513,SUPP,468,684,155,"8,657","3,005",183,317,70,"4,729",SUPP,343,964,163,"7,924","3,020",170,374,69,"4,798",SUPP,242,1230,144,8515,"3,098",168,8215,1051,144,SUPP,-145,622,1,1605,98%,2%,SUPP,3%,SUPP,6%,14%,4%,2%,2%,8%,1%,1%,2%,SUPP,6%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP!,4%,4%,5%,100%,NA,NA,NA,NA,NA,SUPP,3%,14%,2%,100%,NA,NA,NA,NA,NA,SUPP,-3%,5%,0%,0%
815,121522,Non-London,Primary,107,0,Low,"4,584",117,"4,701","2,131",121,851,307,416,208,222,91,331,58,41,84,"4,862",2652,134,294,99,3947,2922,149,340,87,4382,2814,234,314,70,4295,3018,164,355,80,4513,SUPP,260,365,113,"4,621","3,005",183,317,70,"4,729","2,676",69,370,85,"4,354","3,020",170,374,69,"4,798",2982,121,416,91,4862,"3,098",168,4701,851,91,330,-13,122,-8,915,98%,2%,SUPP,2%,SUPP,6%,9%,4%,5%,2%,7%,1%,1%,2%,67%,3%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,6%,8%,2%,100%,NA,NA,NA,NA,NA,62%,2%,4%,8%,100%,NA,NA,NA,NA,NA,NA,2%,9%,2%,100%,NA,NA,NA,NA,NA,NA,-1%,2%,0%,0%
815,121524,Non-London,Primary,52,0,Low,"5,725",300,"6,025","3,414",87,725,520,494,192,199,96,489,48,44,104,"6,414",SUPP,52,546,99,5554,2922,149,340,87,4382,3287,326,496,111,5259,3018,164,355,80,4513,SUPP,239,549,121,"6,853","3,005",183,317,70,"4,729","4,294",233,464,74,"6,422","3,020",170,374,69,"4,798",4139,87,494,96,6414,"3,098",168,6025,725,96,NA,35,-52,-3,860,95%,5%,SUPP,1%,SUPP,8%,8%,3%,3%,2%,8%,1%,1%,2%,SUPP,1%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP,6%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,67%,4%,3%,4%,100%,NA,NA,NA,NA,NA,NA,1%,8%,2%,100%,NA,NA,NA,NA,NA,NA,0%,-2%,0%,0%
815,121525,Non-London,Primary,97,4.1,Low,"4,741",120,"4,861","2,324",75,730,288,389,205,157,47,342,75,70,144,"4,846",2554,8,303,71,3877,2922,149,340,87,4382,2566,-24,328,92,3998,3018,164,355,80,4513,SUPP,65,329,SUPP,"4,265","3,005",183,317,70,"4,729","2,965",60,364,52,"4,712","3,020",170,374,69,"4,798",3054,75,389,47,4846,"3,098",168,4861,730,47,500,67,86,-24,969,98%,2%,SUPP,2%,SUPP,6%,8%,4%,3%,1%,7%,2%,1%,3%,66%,0%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,-1%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,8%,SUPP,100%,NA,NA,NA,NA,NA,63%,1%,4%,7%,100%,NA,NA,NA,NA,NA,NA,2%,8%,1%,100%,NA,NA,NA,NA,NA,NA,2%,0%,-1%,0%
815,121526,Non-London,Primary,35,2.9,Low,"7,109",124,"7,233",SUPP,266,SUPP,517,678,199,175,78,457,115,164,158,"2,806",SUPP,399,426,65,5612,2922,149,340,87,4382,3879,479,551,92,6777,3018,164,355,80,4513,SUPP,551,691,90,"8,440","3,005",183,317,70,"4,729","4,177",181,695,76,"6,925","3,020",170,374,69,"4,798",SUPP,266,678,78,7269,"3,098",168,7233,1505,78,SUPP,-133,252,13,1657,98%,2%,SUPP,4%,SUPP,7%,9%,3%,2%,1%,6%,2%,2%,2%,SUPP,7%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,7%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,7%,8%,1%,100%,NA,NA,NA,NA,NA,60%,3%,3%,6%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,-3%,1%,0%,0%
